"number","project","owner","reviewer","date","message"
"51163","platform/packages/apps/Settings","sunil duttu","Irfan Sheriff","2013-02-06 16:49:36.410000000","Patch Set 1:

(1 comment)"
"51163","platform/packages/apps/Settings","sunil duttu","Irfan Sheriff","2013-02-06 18:13:58.942000000","Patch Set 2: Code-Review+2 Verified+1"
"51243","platform/frameworks/opt/telephony","Hariprasad Jayakumar","Deckard Autoverifier","2013-02-23 06:23:30.549000000","Patch Set 1: Verified+1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.

Patchset merges and builds in Google's internal tree.

Everything merges and builds.  Congratulations!"
"51243","platform/frameworks/opt/telephony","Hariprasad Jayakumar","Deckard Autoverifier","2013-08-28 07:55:02.159000000","Patch Set 1: -Verified

This is an automated message from the Deckard Autoverifier.

Deckard's verification is more than 6 months old; removing.
If there is no verification from another reviewer, Deckard will
reverify the change"
"51243","platform/frameworks/opt/telephony","Hariprasad Jayakumar","Deckard Autoverifier","2013-08-31 22:17:58.319000000","Patch Set 1: Verified-1

This is an automated message from the Deckard Autoverifier.

Patchset does not merge in AOSP.
The following snippet of `git merge` output may point you in the right direction:

  diff --cc src/java/com/android/internal/telephony/cdma/CDMAPhone.java
index 0121fd0,3994d42..0000000
--- a/src/java/com/android/internal/telephony/cdma/CDMAPhone.java
+++ b/src/java/com/android/internal/telephony/cdma/CDMAPhone.java
@@@ -166,12 -174,14 +166,18 @@@ public class CDMAPhone extends PhoneBas
          mSubInfo = new PhoneSubInfo(this);
          mEriManager = new EriManager(this, context, EriManager.ERI_FROM_XML);
  
 -        mCM.registerForAvailable(this, EVENT_RADIO_AVAILABLE, null);
...


If you wish to pursue this change, please rebase and upload a new patchset."
"51243","platform/frameworks/opt/telephony","Hariprasad Jayakumar","Ajay Nambi","2013-09-06 21:12:08.125000000","Patch Set 1: Code-Review+1"
"51243","platform/frameworks/opt/telephony","Hariprasad Jayakumar","Hariprasad Jayakumar","2013-09-10 17:26:47.529000000","Patch Set 2:

Had to rebase manually."
"51243","platform/frameworks/opt/telephony","Hariprasad Jayakumar","Deckard Autoverifier","2013-09-10 23:59:09.329000000","Patch Set 2: Verified+1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.
Patchset merges and builds in Google's internal Android source tree.

Assigning reviewer(s): wink@google.com

Everything merges and builds.  Congratulations!"
"51243","platform/frameworks/opt/telephony","Hariprasad Jayakumar","Hariprasad Jayakumar","2013-09-13 22:41:32.813000000","Patch Set 3:

Updated Bug ID."
"51243","platform/frameworks/opt/telephony","Hariprasad Jayakumar","Ajay Nambi","2013-09-13 22:47:09.277000000","Patch Set 3: Code-Review+1"
"51243","platform/frameworks/opt/telephony","Hariprasad Jayakumar","Wink Saville","2013-09-13 23:19:15.409000000","Patch Set 3: Verified+1 Code-Review+2"
"51291","platform/packages/apps/Settings","sunil duttu","Irfan Sheriff","2013-02-06 06:29:14.375000000","Patch Set 1:

(1 comment)"
"51291","platform/packages/apps/Settings","sunil duttu","sunil duttu","2013-02-06 06:35:31.909000000","Patch Set 2:

updated the comment"
"51291","platform/packages/apps/Settings","sunil duttu","Irfan Sheriff","2013-02-06 06:45:44.371000000","Patch Set 2: Code-Review+2

I will submit it in the morning"
"51291","platform/packages/apps/Settings","sunil duttu","sunil duttu","2013-02-06 06:46:17.763000000","Patch Set 2: Code-Review+1"
"51291","platform/packages/apps/Settings","sunil duttu","Irfan Sheriff","2013-02-06 16:42:44.151000000","Patch Set 2: Verified+1"
"51315","platform/frameworks/opt/telephony","Alex Yakavenka","Wink Saville","2013-02-06 21:18:31.091000000","Patch Set 1: Code-Review+2 Verified+1"
"51341","platform/frameworks/opt/telephony","Sungmin Choi","Jake Hamby","2013-02-07 22:47:53.997000000","Patch Set 1: Code-Review+2 Verified+1

(1 comment)

LGTM. We need to resolve a merge conflict with the internal tree when we submit (see inline comment at location)."
"51341","platform/frameworks/opt/telephony","Sungmin Choi","Sungmin Choi","2013-02-21 09:52:37.195000000","Patch Set 1:

(1 comment)"
"51341","platform/frameworks/opt/telephony","Sungmin Choi","Robert Greenwalt","2013-02-27 00:32:02.193000000","Patch Set 2: Code-Review+1"
"51341","platform/frameworks/opt/telephony","Sungmin Choi","Robert Greenwalt","2013-02-27 18:58:30.495000000","Patch Set 3: Code-Review+2"
"51341","platform/frameworks/opt/telephony","Sungmin Choi","Robert Greenwalt","2013-03-01 18:06:26.152000000","Patch Set 4: Code-Review+2"
"51341","platform/frameworks/opt/telephony","Sungmin Choi","Alex Yakavenka","2013-03-01 19:38:22.061000000","Patch Set 4: Code-Review-1

(3 comments)

Sim and cdma are ignored."
"51341","platform/frameworks/opt/telephony","Sungmin Choi","Sungmin Choi","2013-03-04 07:58:57.225000000","Patch Set 4:

(3 comments)"
"51341","platform/frameworks/opt/telephony","Sungmin Choi","Robert Greenwalt","2013-03-04 18:57:29.251000000","Patch Set 5: Code-Review+1

I'll leave the +2 to Alex."
"51341","platform/frameworks/opt/telephony","Sungmin Choi","Robert Greenwalt","2013-03-09 01:02:23.582000000","Patch Set 5:

Alex, can you evaluate the changes in response to your comments?"
"51341","platform/frameworks/opt/telephony","Sungmin Choi","Alex Yakavenka","2013-03-12 19:56:03.086000000","Patch Set 5: Code-Review+1"
"51341","platform/frameworks/opt/telephony","Sungmin Choi","Sungmin Choi","2013-03-14 08:53:27.971000000","Patch Set 5:

ping?"
"51341","platform/frameworks/opt/telephony","Sungmin Choi","Robert Greenwalt","2013-03-15 21:42:53.022000000","Patch Set 5: Code-Review+2

In the process of submitting.."
"51341","platform/frameworks/opt/telephony","Sungmin Choi","Robert Greenwalt","2013-03-15 22:05:29.641000000","Patch Set 5: Verified+1"
"51342","platform/frameworks/opt/telephony","Sungmin Choi","Jake Hamby","2013-02-07 22:48:31.936000000","Patch Set 1: Code-Review+2 Verified+1"
"51342","platform/frameworks/opt/telephony","Sungmin Choi","Robert Greenwalt","2013-02-27 00:25:12.475000000","Patch Set 3: Code-Review-1

(1 comment)"
"51342","platform/frameworks/opt/telephony","Sungmin Choi","Sungmin Choi","2013-02-27 00:27:49.618000000","Patch Set 3:

@rgreenwalt,

I'll upload new patchsets about MVNO, as you say."
"51342","platform/frameworks/opt/telephony","Sungmin Choi","Robert Greenwalt","2013-02-27 00:31:42.594000000","Patch Set 3:

Thanks Sungmin.  I'm just going through the other changes to see if there's anything else."
"51342","platform/frameworks/opt/telephony","Sungmin Choi","Deckard Autoverifier","2013-02-27 09:52:09.983000000","Patch Set 3: Verified-1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.

Patchset creates breakage in Google's internal tree.

Reviewers, only accept this change if you know that you will be able to fix the
breakage internally.  (If you verify +1, Deckard will remove the verify -1
shortly thereafter.)"
"51342","platform/frameworks/opt/telephony","Sungmin Choi","Robert Greenwalt","2013-02-27 18:54:39.993000000","Patch Set 4: Code-Review+1

(1 comment)"
"51342","platform/frameworks/opt/telephony","Sungmin Choi","Sungmin Choi","2013-02-28 01:53:25.353000000","Patch Set 4:

(1 comment)"
"51342","platform/frameworks/opt/telephony","Sungmin Choi","Hyejin Kim","2013-02-28 02:07:24.093000000","Patch Set 5: Code-Review+1"
"51342","platform/frameworks/opt/telephony","Sungmin Choi","Robert Greenwalt","2013-02-28 22:42:15.115000000","Patch Set 5: Code-Review+2"
"51342","platform/frameworks/opt/telephony","Sungmin Choi","Robert Greenwalt","2013-03-01 18:06:46.853000000","Patch Set 6: Code-Review+2"
"51342","platform/frameworks/opt/telephony","Sungmin Choi","Deckard Autoverifier","2013-03-03 02:57:42.871000000","Patch Set 6: Verified-1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.

Patchset creates breakage in Google's internal tree.

Reviewers, only accept this change if you know that you will be able to fix the
breakage internally.  (If you verify +1, Deckard will remove the verify -1
shortly thereafter.)"
"51342","platform/frameworks/opt/telephony","Sungmin Choi","Robert Greenwalt","2013-03-04 19:00:09.823000000","Patch Set 7: Code-Review+2"
"51342","platform/frameworks/opt/telephony","Sungmin Choi","Deckard Autoverifier","2013-03-05 22:29:43.922000000","Patch Set 7: Verified-1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.

Patchset creates breakage in Google's internal tree.

Assigning reviewer(s): wink@google.com

Reviewers, only accept this change if you know that you will be able to fix the
breakage internally.  (If you verify +1, Deckard will remove the verify -1
shortly thereafter.)"
"51342","platform/frameworks/opt/telephony","Sungmin Choi","Robert Greenwalt","2013-03-15 23:59:45.244000000","Patch Set 7: Verified+1"
"51342","platform/frameworks/opt/telephony","Sungmin Choi","Robert Greenwalt","2013-03-16 00:00:05.773000000","Patch Set 8: Verified+1 Code-Review+2"
"51343","platform/frameworks/opt/telephony","Sungmin Choi","Jake Hamby","2013-02-07 22:56:59.274000000","Patch Set 1: Code-Review-1 Verified+1

(6 comments)

Some long lines need to be wrapped to < 100 chars.

I have some questions about the new ``gsm.mvno.type`` and ``gsm.mvno.item`` system properties. Are you planning to submit additional changes to AOSP to use the properties from elsewhere (like the Phone app) or is it intended for carrier customized builds?

We should add a new method in this class to set the MVNO system properties, rather than having multiple calls to SystemProperties.set() scattered through GsmDataConnectionTracker."
"51343","platform/frameworks/opt/telephony","Sungmin Choi","Sungmin Choi","2013-02-08 00:00:53.956000000","Patch Set 1:

(6 comments)"
"51343","platform/frameworks/opt/telephony","Sungmin Choi","Sungmin Choi","2013-02-08 00:03:40.051000000","Patch Set 2:

@jhamby

Yes, ``gsm.mvno.type`` and ``gsm.mvno.item`` system properties are used by Setting App (https://android-review.googlesource.com/51280)

I wonder to use Telephony.Properties for gsm.mvno.xxx system properties."
"51343","platform/frameworks/opt/telephony","Sungmin Choi","Deckard Autoverifier","2013-02-20 20:51:10.343000000","Patch Set 3: Verified-1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.

Patchset creates breakage in Google's internal tree.

Reviewers, only accept this change if you know that you will be able to fix the
breakage internally.  (If you verify +1, Deckard will remove the verify -1
shortly thereafter.)"
"51343","platform/frameworks/opt/telephony","Sungmin Choi","Deckard Autoverifier","2013-02-21 13:30:41.309000000","Patch Set 4: Verified+1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.

Patchset merges and builds in Google's internal tree.

Everything merges and builds.  Congratulations!"
"51343","platform/frameworks/opt/telephony","Sungmin Choi","Sungmin Choi","2013-02-27 00:33:45.987000000","Patch Set 4:

I'll change it, too using MVNO_MATCH_DATA."
"51343","platform/frameworks/opt/telephony","Sungmin Choi","Robert Greenwalt","2013-02-27 00:52:36.952000000","Patch Set 4: Code-Review-1

(3 comments)"
"51343","platform/frameworks/opt/telephony","Sungmin Choi","Sungmin Choi","2013-02-27 01:06:57.422000000","Patch Set 4:

(3 comments)"
"51343","platform/frameworks/opt/telephony","Sungmin Choi","Sungmin Choi","2013-02-27 12:02:23.407000000","Patch Set 5:

(1 comment)"
"51343","platform/frameworks/opt/telephony","Sungmin Choi","Robert Greenwalt","2013-02-27 18:34:29.378000000","Patch Set 5: Code-Review-1

(1 comment)"
"51343","platform/frameworks/opt/telephony","Sungmin Choi","Sungmin Choi","2013-02-28 05:50:27.755000000","Patch Set 5:

(1 comment)"
"51343","platform/frameworks/opt/telephony","Sungmin Choi","Robert Greenwalt","2013-02-28 22:39:13.883000000","Patch Set 8: Code-Review-1

(4 comments)"
"51343","platform/frameworks/opt/telephony","Sungmin Choi","Sungmin Choi","2013-03-01 00:58:14.591000000","Patch Set 8:

(3 comments)

I'll upload soon after some verifying."
"51343","platform/frameworks/opt/telephony","Sungmin Choi","Robert Greenwalt","2013-03-01 18:05:38.756000000","Patch Set 9: Code-Review-1

(4 comments)"
"51343","platform/frameworks/opt/telephony","Sungmin Choi","Deckard Autoverifier","2013-03-02 13:47:56.409000000","Patch Set 9: Verified-1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.

Patchset creates breakage in Google's internal tree.

Reviewers, only accept this change if you know that you will be able to fix the
breakage internally.  (If you verify +1, Deckard will remove the verify -1
shortly thereafter.)"
"51343","platform/frameworks/opt/telephony","Sungmin Choi","Sungmin Choi","2013-03-04 06:12:17.505000000","Patch Set 9:

(4 comments)"
"51343","platform/frameworks/opt/telephony","Sungmin Choi","Agathon Jung","2013-03-04 06:15:48.575000000","Patch Set 9:

(2 comments)"
"51343","platform/frameworks/opt/telephony","Sungmin Choi","Deckard Autoverifier","2013-03-04 10:24:02.586000000","Patch Set 10: Verified-1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.

Patchset creates breakage in Google's internal tree.

Reviewers, only accept this change if you know that you will be able to fix the
breakage internally.  (If you verify +1, Deckard will remove the verify -1
shortly thereafter.)"
"51343","platform/frameworks/opt/telephony","Sungmin Choi","Robert Greenwalt","2013-03-04 18:50:11.402000000","Patch Set 10: Code-Review-1

(1 comment)"
"51343","platform/frameworks/opt/telephony","Sungmin Choi","Sungmin Choi","2013-03-05 01:02:33.191000000","Patch Set 10:

(1 comment)"
"51343","platform/frameworks/opt/telephony","Sungmin Choi","Robert Greenwalt","2013-03-05 01:04:00.463000000","Patch Set 10:

(1 comment)"
"51343","platform/frameworks/opt/telephony","Sungmin Choi","Robert Greenwalt","2013-03-05 01:35:42.169000000","Patch Set 12: Code-Review+2"
"51343","platform/frameworks/opt/telephony","Sungmin Choi","Deckard Autoverifier","2013-03-05 05:50:31.497000000","Patch Set 12: Verified-1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.

Patchset creates breakage in Google's internal tree.

Reviewers, only accept this change if you know that you will be able to fix the
breakage internally.  (If you verify +1, Deckard will remove the verify -1
shortly thereafter.)"
"51343","platform/frameworks/opt/telephony","Sungmin Choi","Robert Greenwalt","2013-03-16 00:00:32.119000000","Patch Set 13: Verified+1 Code-Review+2"
"51510","platform/system/vold","Chih-Wei Huang","Oskar Andero","2013-02-11 09:18:09.743000000","Patch Set 1: Code-Review+1"
"51510","platform/system/vold","Chih-Wei Huang","Deckard Autoverifier","2013-02-27 09:53:49.102000000","Patch Set 1: Verified+1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.

Patchset merges and builds in Google's internal tree.

Everything merges and builds.  Congratulations!"
"51510","platform/system/vold","Chih-Wei Huang","Kenny Root","2013-02-27 16:57:14.362000000","Patch Set 1: Code-Review+2"
"51604","platform/frameworks/opt/telephony","Chris Lei","Ajay Nambi","2013-02-12 23:47:05.528000000","Patch Set 1: Code-Review+1"
"51604","platform/frameworks/opt/telephony","Chris Lei","Wink Saville","2013-02-13 00:05:10.227000000","Patch Set 2: Code-Review-1

(1 comment)"
"51604","platform/frameworks/opt/telephony","Chris Lei","Wink Saville","2013-02-13 00:10:42.619000000","Patch Set 2:

(1 comment)"
"51604","platform/frameworks/opt/telephony","Chris Lei","Ajay Nambi","2013-02-14 00:51:42.364000000","Patch Set 2:

(1 comment)"
"51604","platform/frameworks/opt/telephony","Chris Lei","Wink Saville","2013-02-14 01:38:56.566000000","Patch Set 2:

(1 comment)"
"51604","platform/frameworks/opt/telephony","Chris Lei","Chris Lei","2013-02-14 19:09:39.709000000","Patch Set 2:

(3 comments)

Code updates from our discussion are present in Patch 4."
"51604","platform/frameworks/opt/telephony","Chris Lei","Ajay Nambi","2013-02-14 19:17:52.274000000","Patch Set 4: Code-Review+1"
"51604","platform/frameworks/opt/telephony","Chris Lei","Wink Saville","2013-02-14 21:44:35.354000000","Patch Set 4: Code-Review+1

On a spur of the moment vacation, will get to it ``real`` soon, if you don't see me submit on Tuesday, ring my bell."
"51604","platform/frameworks/opt/telephony","Chris Lei","Wink Saville","2013-02-20 22:17:20.775000000","Patch Set 4: Code-Review+2 Verified+1"
"51710","platform/packages/apps/Settings","Sungmin Choi","Sungmin Choi","2013-02-15 16:08:48.428000000","Patch Set 4:

need to https://android-review.googlesource.com/51800"
"51710","platform/packages/apps/Settings","Sungmin Choi","Deckard Autoverifier","2013-02-20 05:19:21.619000000","Patch Set 4: Verified+1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.

Patchset merges and builds in Google's internal tree.

Everything merges and builds.  Congratulations!"
"51710","platform/packages/apps/Settings","Sungmin Choi","Wink Saville","2013-02-20 23:07:58.834000000","Patch Set 4: Code-Review+2 Verified+1"
"51750","platform/packages/apps/Settings","Kenny Root","Kenny Root","2013-02-14 20:10:51.024000000","Patch Set 1: Verified+1"
"51750","platform/packages/apps/Settings","Kenny Root","Brian Carlstrom","2013-02-14 20:14:47.088000000","Patch Set 1: Code-Review+2

(1 comment)"
"51750","platform/packages/apps/Settings","Kenny Root","Kenny Root","2013-02-14 20:17:59.321000000","Patch Set 1:

(1 comment)"
"51823","platform/packages/apps/Settings","Irfan Sheriff","Irfan Sheriff","2013-02-15 23:42:50.296000000","Patch Set 1: Code-Review+2 Verified+1"
"51824","platform/packages/apps/Settings","Irfan Sheriff","Irfan Sheriff","2013-02-15 23:41:59.780000000","Patch Set 1: Code-Review+2 Verified+1"
"51825","platform/packages/apps/Settings","Irfan Sheriff","Irfan Sheriff","2013-02-15 23:42:08.762000000","Patch Set 1: Code-Review+2 Verified+1"
"51826","platform/packages/apps/Settings","Irfan Sheriff","Irfan Sheriff","2013-02-15 23:42:17.273000000","Patch Set 1: Code-Review+2 Verified+1"
"51925","platform/packages/apps/Settings","Sungmin Choi","Robert Greenwalt","2013-02-26 01:06:55.621000000","Patch Set 1:

Why can the user not modify mvno data?  For carriers without MVNO the user can modify everything to configure the connection.  Why is MVNO data special?"
"51925","platform/packages/apps/Settings","Sungmin Choi","Agathon Jung","2013-02-26 01:46:01.868000000","Patch Set 1:

Dear Roberts

 Basically MVNO key is based on carrier's policy and write it down in USIM. and then we should compare the key value in user's USIM with that of APN data. Because of that, new logic would automatically insert ``saved`` MVNO key,that saved when USIM loaded. If user added new APN with wrong MVNO data, it does not work and cannot show no more in APN list.
 And new logic is also implemented if does not exist matched MVNO key, it would list up major carrier's APNs with MCC/MNC ,without MVNO."
"51925","platform/packages/apps/Settings","Sungmin Choi","Robert Greenwalt","2013-02-26 17:18:04.261000000","Patch Set 1:

The current APN code is written so that the user can fix the data and regain a connection to their carrier if the carrier changes configurations.  I do not think the MVNO data should be different in this regard - if the user incorrectly enters or changes the apn db they have the potential to break their connections, but also they have the ability to fix it."
"51925","platform/packages/apps/Settings","Sungmin Choi","Robert Greenwalt","2013-02-26 17:27:11.059000000","Patch Set 1:

Are there mvno cases where we need spn, imsi-mask and gid data, or even 2 of the 3?  Or is the situation such that the mvno_type field dictates what 1 piece of data we need to determine an mvno match?

I'm inclined to use mvno_type and mvno_match_data fields."
"51925","platform/packages/apps/Settings","Sungmin Choi","Sungmin Choi","2013-02-26 22:32:03.499000000","Patch Set 1:

ok, i got it

After internal discuss, I'll upload patch set.

thanks."
"51925","platform/packages/apps/Settings","Sungmin Choi","Robert Greenwalt","2013-02-27 19:55:37.254000000","Patch Set 2: Code-Review-1

(3 comments)"
"51925","platform/packages/apps/Settings","Sungmin Choi","Robert Greenwalt","2013-02-27 21:20:02.715000000","Patch Set 2:

Should we filter the list of APNs shown to those that satisfy the match (ie, those that would be selected by GsmDataConnectionTracker logic):

See:
https://partner-android-review.googlesource.com/#/c/16063/"
"51925","platform/packages/apps/Settings","Sungmin Choi","Sungmin Choi","2013-02-28 02:22:15.834000000","Patch Set 2:

(2 comments)

Unfortunately, I can't see the following site. I don't get permission this one.

See: https://partner-android-review.googlesource.com/#/c/16063/"
"51925","platform/packages/apps/Settings","Sungmin Choi","Hyejin Kim","2013-02-28 04:43:13.497000000","Patch Set 3: Code-Review+1"
"51925","platform/packages/apps/Settings","Sungmin Choi","Robert Greenwalt","2013-02-28 22:41:15.134000000","Patch Set 3: Code-Review+2"
"51925","platform/packages/apps/Settings","Sungmin Choi","Robert Greenwalt","2013-03-16 00:55:29.699000000","Patch Set 3: Verified+1"
"51931","platform/frameworks/opt/telephony","Abhishek Adappa","Ajay Nambi","2013-02-20 22:08:14.807000000","Patch Set 1: Code-Review+1"
"51931","platform/frameworks/opt/telephony","Abhishek Adappa","Wink Saville","2013-02-20 22:21:52.438000000","Patch Set 1: Code-Review+1

LG, need to verify."
"51931","platform/frameworks/opt/telephony","Abhishek Adappa","Deckard Autoverifier","2013-02-23 14:37:04.618000000","Patch Set 1: Verified-1

This is an automated message from the Deckard Autoverifier.

Patchset creates breakage in AOSP.  The following snippet of `make` output may point you in the right direction:
external/bluetooth/bluedroid/Android.mk:8: NO BOARD_BLUETOOTH_BDROID_BUILDCFG_INCLUDE_DIR, using only generic configuration
find: `src': No such file or directory
build/core/base_rules.mk:524: sdk/archquery/Android.mk: Module ``archquery`` has useless module tags: debug. It will be installed anyway.
build/core/base_rules.mk:524: sdk/ddms/app/Android.mk: Module ``ddms`` has useless module tags: debug. It will be installed anyway.
build/core/base_rules.mk:524: sdk/ddms/app/etc/Android.mk: Module ``ddms`` has useless module tags: debug. It will be installed anyway.
build/core/base_rules.mk:524: sdk/draw9patch/Android.mk: Module ``draw9patch`` has useless module tags: debug. It will be installed anyway.
build/core/base_rules.mk:524: sdk/draw9patch/etc/Android.mk: Module ``draw9patch`` has useless module tags: debug. It will be installed anyway.
build/core/base_rules.mk:524: sdk/hierarchyviewer/etc/Android.mk: Module ``hierarchyviewer1`` has useless module tags: debug. It will be installed anyway.
build/core/base_rules.mk:524: sdk/hierarchyviewer/src/Android.mk: Module ``hierarchyviewer`` has useless module tags: debug. It will be installed anyway.
...


Patchset creates breakage in Google's internal tree.

If your patchset has a dependency in a separate project, please ensure that
both changes are uploaded with the same Change-Id."
"51931","platform/frameworks/opt/telephony","Abhishek Adappa","Abhishek Adappa","2013-02-27 20:02:33.006000000","Patch Set 2:

Fixed merge conflict errors."
"51931","platform/frameworks/opt/telephony","Abhishek Adappa","Wink Saville","2013-02-28 15:27:34.744000000","Patch Set 2: Code-Review-1 Verified+1

Verified this merges and compiles, please add ``Bug: xxx``"
"51931","platform/frameworks/opt/telephony","Abhishek Adappa","Deckard Autoverifier","2013-03-05 07:36:55.278000000","Patch Set 3: Verified+1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.

Patchset merges and builds in Google's internal tree.

Everything merges and builds.  Congratulations!"
"51931","platform/frameworks/opt/telephony","Abhishek Adappa","Wink Saville","2013-03-06 16:18:26.975000000","Patch Set 3: Verified+1 Code-Review+2"
"52294","platform/frameworks/opt/telephony","Ajay Nambi","Wink Saville","2013-02-28 15:18:19.905000000","Patch Set 2: Code-Review+2 Verified+1"
"52322","platform/frameworks/opt/telephony","Elliott Hughes","Elliott Hughes","2013-02-27 02:11:39.184000000","Patch Set 1: Code-Review+2 Verified+1"
"52590","platform/packages/apps/Settings","Sungmin Choi","Deckard Autoverifier","2013-03-01 16:24:07.698000000","Patch Set 1: Verified-1

This is an automated message from the Deckard Autoverifier.

Patchset creates breakage in AOSP.  The following snippet of `make` output may point you in the right direction:
external/bluetooth/bluedroid/Android.mk:8: NO BOARD_BLUETOOTH_BDROID_BUILDCFG_INCLUDE_DIR, using only generic configuration
find: `src': No such file or directory
build/core/base_rules.mk:524: sdk/archquery/Android.mk: Module ``archquery`` has useless module tags: debug. It will be installed anyway.
build/core/base_rules.mk:524: sdk/ddms/app/Android.mk: Module ``ddms`` has useless module tags: debug. It will be installed anyway.
build/core/base_rules.mk:524: sdk/ddms/app/etc/Android.mk: Module ``ddms`` has useless module tags: debug. It will be installed anyway.
build/core/base_rules.mk:524: sdk/draw9patch/Android.mk: Module ``draw9patch`` has useless module tags: debug. It will be installed anyway.
build/core/base_rules.mk:524: sdk/draw9patch/etc/Android.mk: Module ``draw9patch`` has useless module tags: debug. It will be installed anyway.
build/core/base_rules.mk:524: sdk/hierarchyviewer/etc/Android.mk: Module ``hierarchyviewer1`` has useless module tags: debug. It will be installed anyway.
build/core/base_rules.mk:524: sdk/hierarchyviewer/src/Android.mk: Module ``hierarchyviewer`` has useless module tags: debug. It will be installed anyway.
...


Patchset creates breakage in Google's internal tree.

If your patchset has a dependency in a separate project, please ensure that
both changes are uploaded with the same Change-Id."
"52590","platform/packages/apps/Settings","Sungmin Choi","Svetoslav Ganov","2013-03-02 00:51:00.961000000","Patch Set 1: Code-Review-1

We do not need this patch if you submit another change based on my comments in https://android-review.googlesource.com/#/c/52580 :)"
"52590","platform/packages/apps/Settings","Sungmin Choi","Sungmin Choi","2013-03-02 01:36:11.404000000","Patch Set 1:

@Svetoslav Ganov

Thanks for your advise, I''ll upload patch set, soon."
"52590","platform/packages/apps/Settings","Sungmin Choi","Deckard Autoverifier","2013-03-02 15:33:20.620000000","Patch Set 2: Verified+1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.

Patchset merges and builds in Google's internal tree.

Everything merges and builds.  Congratulations!"
"52590","platform/packages/apps/Settings","Sungmin Choi","Svetoslav Ganov","2013-03-05 01:30:41.575000000","Patch Set 2: Code-Review+1"
"52590","platform/packages/apps/Settings","Sungmin Choi","Elliott Hughes","2013-03-12 05:58:20.738000000","Patch Set 2: Code-Review-1

why do we still need this? shouldn't this be abandoned now? (the checkin comment doesn't make sense, so i'm not sure i understand the intention here. what's the ``it`` that we're trying to avoid?)"
"52590","platform/packages/apps/Settings","Sungmin Choi","Sungmin Choi","2013-03-12 07:14:27.043000000","Patch Set 3:

@enh

User can select date before 1970 or after 2036. but calendar doesn't set that date. So I proposed limitation for date from 1970 to 2036."
"52590","platform/packages/apps/Settings","Sungmin Choi","Elliott Hughes","2013-03-12 15:12:18.350000000","Patch Set 3:

ah, svetoslavganov explained to me that the problem is that the system clock can't be set before 1970. could you rewrite the second sentence of the commit message to say ``However, the system clock cannot be set to a date before 1970-01-01.`` instead of ``However, Calendar is available from 1970-01-01.``? thanks!

(i'm assuming the end-2036 date is correct, even though the usual limit for 32-bit times tends to be mid-2038. If you know _why_ it's that strange date, that would be a good comment too.)"
"52590","platform/packages/apps/Settings","Sungmin Choi","Sungmin Choi","2013-03-12 16:06:59.288000000","Patch Set 4:

@enh

Thanks for your advise."
"52590","platform/packages/apps/Settings","Sungmin Choi","Elliott Hughes","2013-03-12 16:54:42.853000000","Patch Set 4:

from testing, it looks like 2038-01-18 is the last date representable by the system clock, which makes sense and means it the usual signed 32-bit int. (i was wrong earlier when i claimed the date is April. better bring my emergency evacuation plans forward a few months!)"
"52590","platform/packages/apps/Settings","Sungmin Choi","Sungmin Choi","2013-03-13 01:45:35.034000000","Patch Set 5:

I changed to 2037-12-31 for convenience and readability"
"52590","platform/packages/apps/Settings","Sungmin Choi","Elliott Hughes","2013-03-14 00:12:48.355000000","Patch Set 6: Verified+1 Code-Review+2

i added a code comment and switched to using the JANUARY and DECEMBER constants to paper over the fact that the awful API uses 0-based months.

tested and works for me."
"52590","platform/packages/apps/Settings","Sungmin Choi","Elliott Hughes","2013-06-24 23:17:34.443000000","Patch Set 6:

see also https://android-review.googlesource.com/61350 which extends this to cover the DatePicker in SetupWizard."
"52820","platform/packages/apps/Settings","Jaewan Kim","Jaewan Kim","2013-03-05 04:05:14.638000000","Patch Set 1:

Steps to reproduce the issue that this CL tries to fix.

  1. Forget all networks
  2. Try connect to secured wifi network with wrong password
  3. Authenticating... message persist and nothing changed
  4. Message would change to 'Authentification problem' only after refresh the page."
"52820","platform/packages/apps/Settings","Jaewan Kim","Irfan Sheriff","2013-03-05 19:08:14.785000000","Patch Set 1: Verified+1 Code-Review+2"
"52820","platform/packages/apps/Settings","Jaewan Kim","Jaewan Kim","2013-03-06 05:21:01.700000000","Patch Set 1:

Thanks!"
"53200","platform/packages/apps/Settings","Ryan Baxter","Shuhrat Dehkanov","2013-03-08 01:53:18.447000000","Patch Set 1: Code-Review+1

Nice catch :)"
